month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,,
April,2,camp 2,Medium,728 x 90,def,59161,17.8118,733,28.3584,13,836.4004,,
April,2,camp 2,Medium,728 x 90,ghi,53181,57.6423,1275,49.3276,51,4480.7984,,
April,2,camp 2,Medium,728 x 90,jkl,10428,4.6824,182,7.0412,3,89.1505,,
April,2,camp 2,Medium,728 x 90,mno,345652,62.9539,5001,193.4801,92,5268.1471,,
April,2,camp 2,Low,800 x 250,mno,1,0,0,0,0,0,,
April,2,camp 2,Medium,800 x 250,mno,16,0.005,0,0,0,0,,
April,2,camp 3,High,160 x 600,def,2087,0.484,4,0.2063,0,0,,
April,2,camp 3,High,160 x 600,ghi,24,0.0305,0,0,0,0,,
April,2,camp 3,High,160 x 600,mno,20878,4.5295,59,3.0434,1,150.6132,,
April,2,camp 3,Low,160 x 600,def,10818,0.5722,28,1.4443,0,0,,
April,2,camp 3,Low,160 x 600,ghi,35,0.0477,0,0,0,0,,
April,2,camp 3,Low,160 x 600,mno,41904,2.1724,128,6.6027,0,0,,
April,2,camp 3,Medium,160 x 600,abc,3,0.0025,0,0,0,0,,
April,2,camp 3,Medium,160 x 600,def,15075,1.2937,45,2.3212,0,0,,
April,2,camp 3,Medium,160 x 600,ghi,52,0.0655,0,0,0,0,,
April,2,camp 3,Medium,160 x 600,mno,87612,8.9646,423,21.8201,2,78.9755,,
April,2,camp 3,High,240 x 400,def,6106,1.3503,7,0.361,0,0,,
April,2,camp 3,High,240 x 400,ghi,7386,5.8918,70,3.6108,7,1798.2409,,
April,2,camp 3,High,240 x 400,jkl,5732,2.4656,23,1.1864,1,15.7847,,
April,2,camp 3,High,240 x 400,mno,23775,7.2244,46,2.3728,7,795.1716,,
April,2,camp 3,Low,240 x 400,def,7880,0.6932,20,1.0316,0,0,,
April,2,camp 3,Low,240 x 400,ghi,3527,2.2091,20,1.0316,0,0,,
April,2,camp 3,Low,240 x 400,jkl,750,0.3028,12,0.619,0,0,,
April,2,camp 3,Low,240 x 400,mno,25367,0.6779,24,1.238,0,0,,
April,2,camp 3,Medium,240 x 400,def,22544,2.5777,106,5.4673,1,43.816,,
April,2,camp 3,Medium,240 x 400,ghi,16101,11.4173,268,13.8245,3,816.7081,,
April,2,camp 3,Medium,240 x 400,jkl,6042,2.5462,57,2.9403,1,47.1738,,
April,2,camp 3,Medium,240 x 400,mno,57613,3.7999,190,9.801,1,257.6892,,
April,2,camp 3,High,300 x 250,abc,2,0.006,0,0,0,0,,
April,2,camp 3,High,300 x 250,def,4660,1.536,17,0.8769,1,122.4997,,
April,2,camp 3,High,300 x 250,ghi,1428,0.8523,21,1.0832,1,50.1915,,
April,2,camp 3,High,300 x 250,jkl,190,0.1142,0,0,0,0,,
April,2,camp 3,High,300 x 250,mno,29493,7.7584,109,5.6226,8,364.2366,,
April,2,camp 3,Low,300 x 250,abc,2,0.005,0,0,0,0,,
April,2,camp 3,Low,300 x 250,def,14942,1.0693,57,2.9403,0,0,,
April,2,camp 3,Low,300 x 250,ghi,1004,0.5262,16,0.8253,0,0,,
April,2,camp 3,Low,300 x 250,jkl,1,0.0002,0,0,0,0,,
April,2,camp 3,Low,300 x 250,mno,60076,2.1283,116,5.9837,1,67.7043,,
April,2,camp 3,Medium,300 x 250,abc,2,0.002,0,0,0,0,,
April,2,camp 3,Medium,300 x 250,def,24063,3.2141,155,7.9955,0,0,,
April,2,camp 3,Medium,300 x 250,ghi,3215,1.7313,100,5.1584,6,404.5884,,
April,2,camp 3,Medium,300 x 250,jkl,36,0.0146,1,0.0515,0,0,,
April,2,camp 3,Medium,300 x 250,mno,111305,8.1166,394,20.3242,1,18.3897,,
April,2,camp 3,High,468 x 60,def,131,0.0195,0,0,0,0,,
April,2,camp 3,High,468 x 60,ghi,3,0.0011,0,0,0,0,,
April,2,camp 3,High,468 x 60,mno,309,0.0199,0,0,0,0,,
April,2,camp 3,Low,468 x 60,def,410,0.0145,1,0.0515,0,0,,
April,2,camp 3,Low,468 x 60,ghi,3,0.0011,0,0,0,0,,
April,2,camp 3,Low,468 x 60,mno,245,0.0026,0,0,0,0,,
April,2,camp 3,Medium,468 x 60,def,603,0.0409,2,0.1031,0,0,,
April,2,camp 3,Medium,468 x 60,ghi,6,0.0023,0,0,0,0,,
April,2,camp 3,Medium,468 x 60,mno,687,0.0128,0,0,0,0,,
April,2,camp 3,High,580 x 400,mno,6774,2.9994,60,3.095,4,1872.3933,,
April,2,camp 3,Low,580 x 400,mno,10622,0.7727,69,3.5593,0,0,,
April,2,camp 3,Medium,580 x 400,mno,22101,2.9882,260,13.4119,0,0,,
April,2,camp 3,High,670 x 90,def,381,0.1343,1,0.0515,1,47.1867,,
April,2,camp 3,High,670 x 90,ghi,139,0.0807,1,0.0515,0,0,,
April,2,camp 3,High,670 x 90,jkl,37,0.022,0,0,0,0,,
April,2,camp 3,High,670 x 90,mno,1812,0.3542,2,0.1031,0,0,,
April,2,camp 3,Low,670 x 90,def,365,0.0384,2,0.1031,0,0,,
April,2,camp 3,Low,670 x 90,ghi,34,0.0224,0,0,0,0,,
April,2,camp 3,Low,670 x 90,jkl,2,0.0011,0,0,0,0,,
April,2,camp 3,Low,670 x 90,mno,2929,0.0559,7,0.361,0,0,,
April,2,camp 3,Medium,670 x 90,def,2123,0.2978,8,0.4126,0,0,,
April,2,camp 3,Medium,670 x 90,ghi,134,0.108,0,0,0,0,,
April,2,camp 3,Medium,670 x 90,jkl,77,0.0418,0,0,0,0,,
April,2,camp 3,Medium,670 x 90,mno,7066,0.2777,8,0.4126,0,0,,
April,2,camp 3,High,728 x 90,abc,2,0.0029,0,0,0,0,,
April,2,camp 3,High,728 x 90,def,7195,1.9523,19,0.9801,7,496.1247,,
April,2,camp 3,High,728 x 90,ghi,1282,1.2833,13,0.6705,1,19.7696,,
April,2,camp 3,High,728 x 90,jkl,1732,0.7641,5,0.2579,0,0,,
April,2,camp 3,High,728 x 90,mno,33656,7.0117,81,4.1783,4,120.5266,,
April,2,camp 3,Low,728 x 90,def,14646,1.5838,53,2.7339,0,0,,
April,2,camp 3,Low,728 x 90,ghi,484,0.4663,2,0.1031,0,0,,
April,2,camp 3,Low,728 x 90,jkl,126,0.0437,1,0.0515,0,0,,
April,2,camp 3,Low,728 x 90,mno,84823,2.8693,257,13.2571,0,0,,
April,2,camp 3,Medium,728 x 90,abc,3,0.0045,0,0,0,0,,
April,2,camp 3,Medium,728 x 90,def,32835,4.4763,202,10.42,1,92.9548,,
April,2,camp 3,Medium,728 x 90,ghi,2012,1.7225,19,0.9801,1,300.7363,,
April,2,camp 3,Medium,728 x 90,jkl,1783,0.6901,17,0.8769,0,0,,
April,2,camp 3,Medium,728 x 90,mno,167883,10.3721,622,32.0854,2,116.4644,,
April,2,camp 3,High,800 x 250,mno,4,0.0007,0,0,0,0,,
April,2,camp 3,Low,800 x 250,mno,11,0.0005,0,0,0,0,,
April,2,camp 3,Medium,800 x 250,mno,1,0.0001,0,0,0,0,,
April,3,camp 1,High,160 x 600,abc,6,0.0074,0,0,0,0,,
April,3,camp 1,High,160 x 600,def,17827,23.7138,175,31.6025,22,1201.0775,,
April,3,camp 1,High,160 x 600,ghi,16053,29.1636,151,27.2643,51,2611.986,,
April,3,camp 1,High,160 x 600,mno,172430,205.8287,1573,284.0246,732,29422.6545,,
April,3,camp 1,Low,160 x 600,abc,1,0.0007,0,0,0,0,,
April,3,camp 1,Low,160 x 600,def,334,0.0548,0,0,0,0,,
April,3,camp 1,Low,160 x 600,ghi,24,0.0397,0,0,0,0,,
April,3,camp 1,Low,160 x 600,mno,2095,0.3741,5,0.9027,0,0,,
April,3,camp 1,Medium,160 x 600,def,2163,1.1582,5,0.9027,0,0,,
April,3,camp 1,Medium,160 x 600,ghi,655,1.081,3,0.5416,0,0,,
April,3,camp 1,Medium,160 x 600,mno,19820,8.4902,142,25.6414,12,993.1305,,
April,3,camp 1,High,240 x 400,def,53913,49.3065,342,61.7566,99,5344.1679,,
April,3,camp 1,High,240 x 400,ghi,333623,312.8761,8761,1581.9103,2733,131937.9849,,
April,3,camp 1,High,240 x 400,jkl,62618,29.3397,657,118.6262,221,11749.0646,,
April,3,camp 1,High,240 x 400,mno,212061,368.1842,1887,340.7221,634,28092.8276,,
April,3,camp 1,Low,240 x 400,def,514,0.0675,4,0.7221,0,0,,
April,3,camp 1,Low,240 x 400,ghi,1185,0.977,25,4.5136,1,95.4309,,
April,3,camp 1,Low,240 x 400,jkl,334,0.1515,4,0.7221,2,992.3784,,
April,3,camp 1,Low,240 x 400,mno,1611,0.335,4,0.7221,0,0,,
April,3,camp 1,Medium,240 x 400,def,5453,2.1649,13,2.3481,1,15.8303,,
April,3,camp 1,Medium,240 x 400,ghi,20019,18.0738,516,93.1745,79,4559.3101,,
April,3,camp 1,Medium,240 x 400,jkl,4542,2.0907,34,6.1385,2,321.873,,
April,3,camp 1,Medium,240 x 400,mno,16844,11.3903,95,17.1527,18,958.9188,,
April,3,camp 1,High,300 x 250,abc,7,0.011,0,0,0,0,,
April,3,camp 1,High,300 x 250,def,42481,48.5126,203,36.6578,149,8534.6273,,
April,3,camp 1,High,300 x 250,ghi,74006,49.3001,1434,258.9199,436,20309.1481,,
April,3,camp 1,High,300 x 250,jkl,5102,2.8086,31,5.5979,9,365.735,,
April,3,camp 1,High,300 x 250,mno,261339,316.6436,2066,373.0398,937,51768.126,,
April,3,camp 1,Low,300 x 250,def,431,0.1194,1,0.1805,1,63.9516,,
April,3,camp 1,Low,300 x 250,ghi,212,0.1217,9,1.6249,0,0,,
April,3,camp 1,Low,300 x 250,jkl,2,0.0011,0,0,0,0,,
April,3,camp 1,Low,300 x 250,mno,2898,0.5847,9,1.6269,14,339.4011,,
April,3,camp 1,Medium,300 x 250,def,4525,3.5218,18,3.2498,5,567.6721,,
April,3,camp 1,Medium,300 x 250,ghi,4083,2.524,94,16.9722,6,291.8944,,
April,3,camp 1,Medium,300 x 250,jkl,288,0.1709,3,0.5416,0,0,,
April,3,camp 1,Medium,300 x 250,mno,27107,14.0987,125,22.5701,21,1444.4008,,
April,3,camp 1,High,468 x 60,def,1416,0.8165,7,1.2638,1,284.5517,,
April,3,camp 1,High,468 x 60,ghi,420,0.1625,2,0.361,0,0,,
April,3,camp 1,High,468 x 60,jkl,20,0.0127,0,0,0,0,,
April,3,camp 1,High,468 x 60,mno,4006,1.9898,4,0.7221,9,143.2366,,
April,3,camp 1,Low,468 x 60,def,25,0.0024,0,0,0,0,,
April,3,camp 1,Low,468 x 60,mno,15,0.0002,0,0,0,0,,
April,3,camp 1,Medium,468 x 60,def,103,0.0351,0,0,0,0,,
April,3,camp 1,Medium,468 x 60,ghi,9,0.0034,0,0,0,0,,
April,3,camp 1,Medium,468 x 60,mno,279,0.0468,0,0,0,0,,
April,3,camp 1,High,580 x 400,mno,48940,124.9583,1027,185.4371,507,22253.6558,,
April,3,camp 1,Low,580 x 400,mno,361,0.1044,8,1.4443,0,0,,
April,3,camp 1,Medium,580 x 400,mno,4116,4.2848,103,18.5961,17,1035.7994,,
April,3,camp 1,High,670 x 90,def,4979,9.994,55,9.9309,17,917.4051,,
April,3,camp 1,High,670 x 90,ghi,17957,14.4412,154,27.8049,57,3320.1255,,
April,3,camp 1,High,670 x 90,jkl,205,0.1408,8,1.4443,0,0,,
April,3,camp 1,High,670 x 90,mno,18365,27.2151,167,30.153,59,3982.5388,,
April,3,camp 1,Low,670 x 90,def,33,0.0069,0,0,0,0,,
April,3,camp 1,Low,670 x 90,ghi,48,0.0314,0,0,0,0,,
April,3,camp 1,Low,670 x 90,jkl,2,0.0011,0,0,0,0,,
April,3,camp 1,Low,670 x 90,mno,203,0.0192,0,0,0,0,,
April,3,camp 1,Medium,670 x 90,def,611,0.4639,5,0.9027,0,0,,
April,3,camp 1,Medium,670 x 90,ghi,1232,0.8553,10,1.8054,4,200.4823,,
April,3,camp 1,Medium,670 x 90,jkl,34,0.0225,0,0,0,0,,
April,3,camp 1,Medium,670 x 90,mno,1943,0.7424,8,1.4443,7,395.948,,
April,3,camp 1,High,728 x 90,abc,13,0.0197,0,0,0,0,,
April,3,camp 1,High,728 x 90,def,72625,90.0158,500,90.2885,120,7347.3762,,
April,3,camp 1,High,728 x 90,ghi,236270,307.3453,3291,594.2538,1267,55019.7363,,
April,3,camp 1,High,728 x 90,jkl,27144,12.3166,249,44.9587,120,6059.9945,,
April,3,camp 1,High,728 x 90,mno,392763,372.3133,2500,451.4089,1137,70543.0369,,
April,3,camp 1,Low,728 x 90,abc,1,0.0006,0,0,0,0,,
April,3,camp 1,Low,728 x 90,def,730,0.1459,2,0.361,0,0,,
April,3,camp 1,Low,728 x 90,ghi,398,0.4687,4,0.7221,0,0,,
April,3,camp 1,Low,728 x 90,jkl,118,0.057,0,0,0,0,,
April,3,camp 1,Low,728 x 90,mno,4288,0.6614,15,2.7081,0,0,,
April,3,camp 1,Medium,728 x 90,def,7158,4.4345,36,6.4996,5,240.2022,,
April,3,camp 1,Medium,728 x 90,ghi,11779,14.3316,161,29.0708,19,1858.2109,,
April,3,camp 1,Medium,728 x 90,jkl,2260,1.0041,16,2.8887,0,0,,
April,3,camp 1,Medium,728 x 90,mno,42421,18.7414,235,42.4352,23,2601.384,,
April,3,camp 1,High,800 x 250,mno,10,0.0929,2,0.361,0,0,,
April,3,camp 1,Medium,800 x 250,mno,1,0.0006,0,0,0,0,,
April,3,camp 2,Low,160 x 600,def,7662,0.7137,42,1.6249,3,323.2916,,
April,3,camp 2,Low,160 x 600,ghi,207,0.271,1,0.0386,0,0,,
April,3,camp 2,Low,160 x 600,mno,78978,9.6791,456,17.6422,3,91.7449,,
April,3,camp 2,Medium,160 x 600,abc,5,0.0042,0,0,0,0,,
April,3,camp 2,Medium,160 x 600,def,22953,5.2407,219,8.4733,0,0,,
April,3,camp 2,Medium,160 x 600,ghi,3652,5.4987,112,4.3335,2,104.4042,,
April,3,camp 2,Medium,160 x 600,mno,257764,64.4121,4884,188.9615,34,4299.6099,,
April,3,camp 2,Low,240 x 400,def,15585,2.1009,69,2.6697,0,0,,
April,3,camp 2,Low,240 x 400,ghi,27470,21.9056,645,24.9569,15,758.6647,,
April,3,camp 2,Low,240 x 400,jkl,5962,2.538,69,2.6699,0,0,,
April,3,camp 2,Low,240 x 400,mno,60974,7.3234,284,10.9883,5,95.9673,,
April,3,camp 2,Medium,240 x 400,def,74984,17.447,976,37.7625,17,1092.7151,,
April,3,camp 2,Medium,240 x 400,ghi,222625,195.3052,10721,414.815,185,15447.893,,
April,3,camp 2,Medium,240 x 400,jkl,40330,17.6279,950,36.7546,20,1500.6223,,
April,3,camp 2,Medium,240 x 400,mno,242913,73.8687,3040,117.6196,35,2826.908,,
April,3,camp 2,Low,300 x 250,def,13041,2.045,84,3.2498,0,0,,
April,3,camp 2,Low,300 x 250,ghi,7598,4.6563,162,6.2696,0,0,,
April,3,camp 2,Low,300 x 250,jkl,83,0.0483,1,0.0386,0,0,,
April,3,camp 2,Low,300 x 250,mno,96244,10.2464,491,18.9967,3,223.6411,,
April,3,camp 2,Medium,300 x 250,abc,5,0.0076,0,0,0,0,,
April,3,camp 2,Medium,300 x 250,def,42391,16.831,470,18.1854,14,928.0248,,
April,3,camp 2,Medium,300 x 250,ghi,52502,32.9236,2139,82.7587,20,994.9486,,
April,3,camp 2,Medium,300 x 250,jkl,1288,0.7347,12,0.4642,5,513.4441,,
April,3,camp 2,Medium,300 x 250,mno,314843,79.7769,3664,141.7611,56,4239.0336,,
April,3,camp 2,Low,468 x 60,def,479,0.0486,1,0.0386,0,0,,
April,3,camp 2,Low,468 x 60,ghi,5,0.0019,0,0,0,0,,
April,3,camp 2,Low,468 x 60,mno,1034,0.0369,1,0.0386,0,0,,
April,3,camp 2,Medium,468 x 60,def,1777,0.329,9,0.3484,0,0,,
April,3,camp 2,Medium,468 x 60,ghi,146,0.0564,2,0.0773,0,0,,
April,3,camp 2,Medium,468 x 60,jkl,19,0.0121,0,0,0,0,,
April,3,camp 2,Medium,468 x 60,mno,3812,0.3952,35,1.354,1,42.5054,,
April,3,camp 2,Low,580 x 400,mno,17622,3.7959,312,12.0709,1,46.1171,,
April,3,camp 2,Medium,580 x 400,mno,56328,28.5111,2315,89.5676,33,2125.8539,,
April,3,camp 2,Low,670 x 90,def,800,0.1713,4,0.1547,0,0,,
April,3,camp 2,Low,670 x 90,ghi,507,0.3465,0,0,0,0,,
April,3,camp 2,Low,670 x 90,jkl,35,0.0246,1,0.0386,0,0,,
April,3,camp 2,Low,670 x 90,mno,6566,0.4625,32,1.238,0,0,,
April,3,camp 2,Medium,670 x 90,def,4906,2.1853,63,2.4375,2,220.0783,,
April,3,camp 2,Medium,670 x 90,ghi,7209,5.6953,107,4.14,3,531.1423,,
April,3,camp 2,Medium,670 x 90,jkl,338,0.2248,21,0.8124,0,0,,
April,3,camp 2,Medium,670 x 90,mno,24897,4.983,325,12.5743,3,249.8357,,
April,3,camp 2,Low,728 x 90,def,16590,2.7389,104,4.0242,1,30.2849,,
April,3,camp 2,Low,728 x 90,ghi,5902,6.1121,103,3.9855,2,94.776,,
April,3,camp 2,Low,728 x 90,jkl,1960,0.8959,31,1.2002,0,0,,
April,3,camp 2,Low,728 x 90,mno,120254,9.3858,660,25.5359,7,360.7537,,
April,3,camp 2,Medium,728 x 90,abc,7,0.0056,0,0,0,0,,
April,3,camp 2,Medium,728 x 90,def,74171,24.6846,884,34.2027,14,1201.1733,,
April,3,camp 2,Medium,728 x 90,ghi,77402,86.0796,1775,68.6794,50,3334.1989,,
April,3,camp 2,Medium,728 x 90,jkl,15366,7.2697,282,10.9124,5,482.0716,,
April,3,camp 2,Medium,728 x 90,mno,432697,85.426,5634,217.9851,72,4437.7681,,
April,3,camp 2,Low,800 x 250,mno,6,0.0006,0,0,0,0,,
April,3,camp 2,Medium,800 x 250,mno,11,0.0027,0,0,0,0,,
April,3,camp 3,High,160 x 600,abc,1,0.0007,0,0,0,0,,
April,3,camp 3,High,160 x 600,def,2126,0.5039,2,0.1031,2,107.0244,,
April,3,camp 3,High,160 x 600,ghi,22,0.0314,0,0,0,0,,
April,3,camp 3,High,160 x 600,mno,21278,4.5165,54,2.7858,5,417.451,,
April,3,camp 3,Low,160 x 600,def,10225,0.5635,21,1.0826,0,0,,
April,3,camp 3,Low,160 x 600,ghi,35,0.0374,0,0,0,0,,
April,3,camp 3,Low,160 x 600,mno,42716,2.0779,121,6.2419,1,78.5407,,
April,3,camp 3,Medium,160 x 600,def,14635,1.2489,30,1.5478,1,29.1506,,
April,3,camp 3,Medium,160 x 600,ghi,59,0.0869,0,0,0,0,,
April,3,camp 3,Medium,160 x 600,mno,88948,8.6151,397,20.4792,1,80.4338,,
April,3,camp 3,High,240 x 400,def,6855,1.528,14,0.7221,5,140.4639,,
April,3,camp 3,High,240 x 400,ghi,7735,6.474,69,3.5596,6,793.367,,
April,3,camp 3,High,240 x 400,jkl,6503,2.9007,32,1.6524,2,194.8993,,
April,3,camp 3,High,240 x 400,mno,24627,7.3901,41,2.1149,12,292.4957,,
April,3,camp 3,Low,240 x 400,def,9104,0.7301,24,1.238,0,0,,
April,3,camp 3,Low,240 x 400,ghi,3086,2.0467,26,1.3411,0,0,,
April,3,camp 3,Low,240 x 400,jkl,899,0.4156,18,0.9285,0,0,,
April,3,camp 3,Low,240 x 400,mno,25613,0.6212,21,1.0832,0,0,,
April,3,camp 3,Medium,240 x 400,def,24637,2.6849,109,5.625,2,51.8638,,
April,3,camp 3,Medium,240 x 400,ghi,14292,10.9602,253,13.0514,5,361.2609,,
April,3,camp 3,Medium,240 x 400,jkl,6762,3.1124,129,6.6555,1,34.3482,,
April,3,camp 3,Medium,240 x 400,mno,57513,3.5204,170,8.7696,0,0,,
April,3,camp 3,High,300 x 250,abc,1,0.0008,0,0,0,0,,
April,3,camp 3,High,300 x 250,def,4550,1.5234,10,0.5164,0,0,,
April,3,camp 3,High,300 x 250,ghi,1463,0.8756,16,0.8253,1,176.4182,,
April,3,camp 3,High,300 x 250,jkl,201,0.1235,3,0.1547,0,0,,
April,3,camp 3,High,300 x 250,mno,30303,7.9791,102,5.2615,10,506.4673,,
April,3,camp 3,Low,300 x 250,abc,1,0.002,0,0,0,0,,
April,3,camp 3,Low,300 x 250,def,16597,1.0537,67,3.4564,0,0,,
April,3,camp 3,Low,300 x 250,ghi,915,0.4929,17,0.8769,0,0,,
April,3,camp 3,Low,300 x 250,jkl,7,0.0025,0,0,0,0,,
April,3,camp 3,Low,300 x 250,mno,59998,2.025,134,6.9128,0,0,,
April,3,camp 3,Medium,300 x 250,abc,1,0.002,0,0,0,0,,
April,3,camp 3,Medium,300 x 250,def,24679,2.9493,125,6.4483,1,73.8075,,
April,3,camp 3,Medium,300 x 250,ghi,3309,1.7903,94,4.8498,0,0,,
April,3,camp 3,Medium,300 x 250,jkl,51,0.0277,0,0,0,0,,
April,3,camp 3,Medium,300 x 250,mno,109957,7.8777,465,23.989,10,402.2419,,
April,3,camp 3,High,468 x 60,def,136,0.0164,0,0,0,0,,
April,3,camp 3,High,468 x 60,ghi,1,0.0003,0,0,0,0,,
April,3,camp 3,High,468 x 60,mno,304,0.0179,0,0,0,0,,
April,3,camp 3,Low,468 x 60,def,300,0.0158,2,0.1031,0,0,,
April,3,camp 3,Low,468 x 60,ghi,1,0.0003,0,0,0,0,,
April,3,camp 3,Low,468 x 60,mno,292,0.0028,0,0,0,0,,
April,3,camp 3,Medium,468 x 60,def,477,0.0473,2,0.1031,0,0,,
April,3,camp 3,Medium,468 x 60,ghi,4,0.0015,0,0,0,0,,
April,3,camp 3,Medium,468 x 60,mno,815,0.0115,1,0.0515,0,0,,
April,3,camp 3,High,580 x 400,mno,6705,2.946,29,1.4962,6,825.5617,,
April,3,camp 3,Low,580 x 400,mno,9954,0.7109,52,2.6826,0,0,,
April,3,camp 3,Medium,580 x 400,mno,20679,2.7033,237,12.226,0,0,,
April,3,camp 3,High,670 x 90,def,427,0.1471,1,0.0515,0,0,,
April,3,camp 3,High,670 x 90,ghi,109,0.0667,2,0.1031,0,0,,
April,3,camp 3,High,670 x 90,jkl,40,0.0255,1,0.0515,0,0,,
April,3,camp 3,High,670 x 90,mno,1743,0.2834,1,0.0515,0,0,,
April,3,camp 3,Low,670 x 90,def,421,0.0433,5,0.2579,0,0,,
April,3,camp 3,Low,670 x 90,ghi,34,0.0265,0,0,0,0,,
April,3,camp 3,Low,670 x 90,jkl,4,0.0018,0,0,0,0,,
April,3,camp 3,Low,670 x 90,mno,3010,0.0606,11,0.5674,0,0,,
April,3,camp 3,Medium,670 x 90,def,2183,0.3141,15,0.7737,0,0,,
April,3,camp 3,Medium,670 x 90,ghi,161,0.1475,0,0,0,0,,
April,3,camp 3,Medium,670 x 90,jkl,50,0.0304,0,0,0,0,,
April,3,camp 3,Medium,670 x 90,mno,7046,0.2671,26,1.3411,0,0,,
April,3,camp 3,High,728 x 90,abc,1,0.0006,0,0,0,0,,
April,3,camp 3,High,728 x 90,def,7411,2.2358,15,0.7759,1,96.6286,,
April,3,camp 3,High,728 x 90,ghi,1431,1.5107,8,0.4126,2,96.5141,,
April,3,camp 3,High,728 x 90,jkl,1931,0.9123,8,0.4126,0,0,,
April,3,camp 3,High,728 x 90,mno,34007,7.0464,71,3.6624,5,670.8406,,
April,3,camp 3,Low,728 x 90,abc,2,0.0025,0,0,0,0,,
April,3,camp 3,Low,728 x 90,def,12600,1.367,60,3.095,0,0,,
April,3,camp 3,Low,728 x 90,ghi,520,0.5247,4,0.2063,0,0,,
April,3,camp 3,Low,728 x 90,jkl,172,0.0817,9,0.4642,0,0,,
April,3,camp 3,Low,728 x 90,mno,83716,2.7181,201,10.3684,0,0,,
April,3,camp 3,Medium,728 x 90,abc,1,0.0015,0,0,0,0,,
April,3,camp 3,Medium,728 x 90,def,30369,4.4338,179,9.2341,1,25.7808,,
April,3,camp 3,Medium,728 x 90,ghi,1796,1.6039,28,1.4443,1,46.8901,,
April,3,camp 3,Medium,728 x 90,jkl,2030,0.9285,20,1.0316,0,0,,
April,3,camp 3,Medium,728 x 90,mno,164186,9.7808,517,26.6705,8,699.7147,,
April,3,camp 3,High,800 x 250,mno,1,0.0002,0,0,0,0,,
April,3,camp 3,Low,800 x 250,mno,8,0.0001,0,0,0,0,,
April,3,camp 3,Medium,800 x 250,mno,9,0.0005,0,0,0,0,,
April,4,camp 1,High,160 x 600,abc,1,0.001,0,0,0,0,,
April,4,camp 1,High,160 x 600,def,19932,28.562,150,27.2349,56,2489.2829,,
April,4,camp 1,High,160 x 600,ghi,18096,33.1326,184,33.4086,31,1613.5881,,
April,4,camp 1,High,160 x 600,mno,196027,230.4926,1898,344.6154,705,30772.9098,,
April,4,camp 1,Low,160 x 600,abc,1,0.0007,0,0,0,0,,
April,4,camp 1,Low,160 x 600,def,538,0.1075,9,1.6341,0,0,,
April,4,camp 1,Low,160 x 600,ghi,22,0.0376,0,0,0,0,,
April,4,camp 1,Low,160 x 600,mno,2693,0.5289,7,1.2709,0,0,,
April,4,camp 1,Medium,160 x 600,abc,1,0.0007,0,0,0,0,,
April,4,camp 1,Medium,160 x 600,def,2840,1.2881,18,3.2682,2,59.9182,,
April,4,camp 1,Medium,160 x 600,ghi,729,1.2048,8,1.4525,1,79.3074,,
April,4,camp 1,Medium,160 x 600,mno,23816,10.6334,177,32.1378,19,1056.8666,,
April,4,camp 1,High,240 x 400,def,57050,50.6753,359,65.1831,85,3587.8617,,
April,4,camp 1,High,240 x 400,ghi,435128,400.3253,11545,2096.2116,3004,151674.863,,
April,4,camp 1,High,240 x 400,jkl,64868,31.9066,689,125.0971,279,13034.3589,,
April,4,camp 1,High,240 x 400,mno,256517,465.4819,2610,473.8957,831,42156.1678,,
April,4,camp 1,Low,240 x 400,def,640,0.1088,1,0.1815,0,0,,
April,4,camp 1,Low,240 x 400,ghi,1532,1.2667,21,3.8129,0,0,,
April,4,camp 1,Low,240 x 400,jkl,371,0.1763,3,0.5447,0,0,,
April,4,camp 1,Low,240 x 400,mno,2186,0.5527,1,0.1815,0,0,,
April,4,camp 1,Medium,240 x 400,def,6865,2.4451,33,5.9887,0,0,,
April,4,camp 1,Medium,240 x 400,ghi,29684,25.9817,838,152.1533,80,4518.3661,,
April,4,camp 1,Medium,240 x 400,jkl,5091,2.46,59,10.7125,16,740.4369,,
April,4,camp 1,Medium,240 x 400,mno,21131,16.9098,204,37.0401,23,2046.7676,,
April,4,camp 1,High,300 x 250,abc,9,0.0202,0,0,0,0,,
April,4,camp 1,High,300 x 250,def,47856,52.6045,232,42.124,102,2713.9522,,
April,4,camp 1,High,300 x 250,ghi,65587,44.1497,1154,209.5311,370,17055.3795,,
April,4,camp 1,High,300 x 250,jkl,7616,4.1172,48,8.7153,9,1175.5657,,
April,4,camp 1,High,300 x 250,mno,314239,376.2671,2358,428.1384,985,56162.6793,,
April,4,camp 1,Low,300 x 250,abc,2,0.0017,0,0,0,0,,
April,4,camp 1,Low,300 x 250,def,407,0.1051,1,0.1815,0,0,,
April,4,camp 1,Low,300 x 250,ghi,151,0.0866,5,0.9078,0,0,,
April,4,camp 1,Low,300 x 250,jkl,36,0.0193,0,0,0,0,,
April,4,camp 1,Low,300 x 250,mno,4211,0.8923,18,3.2682,0,0,,
April,4,camp 1,Medium,300 x 250,abc,4,0.0068,0,0,0,0,,
April,4,camp 1,Medium,300 x 250,def,5506,3.3503,20,3.6312,9,130.4802,,
April,4,camp 1,Medium,300 x 250,ghi,3436,2.0908,94,17.0675,9,436.5835,,
April,4,camp 1,Medium,300 x 250,jkl,613,0.3624,7,1.2709,0,0,,
